call_id,paso,concurrencia_obj,turno,categoria,texto,transcripcion,wer,t_habla,t_fin_envio,t_resp,t_fin_resp,espera_s,resp_s,cortes_n,cortes_s,error,pausa_s,apareado,eou,stt,endpointing,llm,llm_total,tts,total,e2e
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,1,short,Si.,See.,1.0,1790377200.627,1790377200.997,1790377202.74,1790377207.796,1.743,5.056,1,0.4,,2.229,1,1.0,0.364,0.636,0.12,0.372,0.044,1.165,1.047
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,2,short,Perfecto.,Perfecto.,0.0,1790377210.026,1790377210.497,1790377211.98,1790377220.391,1.483,8.411,1,0.68,,5.793,1,0.43,0.424,0.006,0.135,0.44,0.071,0.636,0.774
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,3,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790377226.185,1790377228.297,1790377229.821,1790377235.631,1.523,5.81,1,0.32,,1.931,1,0.401,0.378,0.023,0.139,0.566,0.042,0.581,0.814
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377237.562,1790377241.078,1790377242.621,1790377248.151,1.543,5.531,1,0.32,,1.886,1,0.401,0.392,0.009,0.15,0.392,0.042,0.592,0.828
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,5,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790377250.037,1790377251.037,1790377252.9,1790377257.382,1.863,4.482,0,0,,1.492,1,1.001,0.432,0.569,0.173,0.55,0.097,1.271,1.101
a61b70d2-86ec-4f54-9d42-30e20688e8a7,e0_4,4,6,short,Si.,C,1.0,1790377258.875,1790377259.237,1790377261.06,1790377265.983,1.823,4.922,0,0,,1.034,1,1.001,0.366,0.635,0.06,0.359,0.062,1.123,1.066
a4ff7331-6f1d-47af-8ea2-117eac960d84,e0_4,4,0,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377206.266,1790377209.767,1790377211.37,1790377217.336,1.603,5.966,1,0.32,,1.784,1,0.403,0.389,0.014,0.124,0.467,0.04,0.567,0.899
a4ff7331-6f1d-47af-8ea2-117eac960d84,e0_4,4,1,short,No.,no,0.0,1790377219.121,1790377219.427,1790377221.091,1790377226.431,1.663,5.34,0,0,,3.359,1,1.0,0.364,0.636,0.118,0.386,0.046,1.164,1.049
a4ff7331-6f1d-47af-8ea2-117eac960d84,e0_4,4,2,short,Perfecto.,Perfecto.,0.0,1790377229.791,1790377230.267,1790377231.571,1790377240.781,1.305,9.209,3,1.92,,5.521,1,0.4,0.363,0.037,0.121,0.568,0.041,0.562,0.608
a4ff7331-6f1d-47af-8ea2-117eac960d84,e0_4,4,3,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377246.302,1790377248.527,1790377249.931,1790377256.012,1.403,6.081,1,0.319,,2.494,1,0.4,0.39,0.011,0.136,0.47,0.047,0.583,0.703
a4ff7331-6f1d-47af-8ea2-117eac960d84,e0_4,4,4,short,Si.,C,1.0,1790377258.507,1790377258.867,1790377260.491,1790377268.892,1.623,8.401,1,0.36,,1.989,1,1.001,0.365,0.636,0.143,0.613,0.045,1.189,1.049
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,0,short,Perfecto.,Perfecto.,0.0,1790377187.716,1790377188.177,1790377189.771,1790377196.06,1.594,6.29,2,0.719,,5.972,1,0.401,0.37,0.031,0.119,0.45,0.043,0.563,0.866
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,1,short,No.,No.,0.0,1790377202.033,1790377202.336,1790377204.091,1790377209.782,1.755,5.691,1,0.321,,3.729,1,1.005,0.409,0.596,0.117,0.593,0.078,1.2,1.087
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,2,short,Si.,C.,1.0,1790377213.511,1790377213.876,1790377215.65,1790377220.986,1.774,5.336,0,0,,2.448,1,1.002,0.408,0.594,0.175,0.44,0.072,1.249,1.077
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,3,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377223.435,1790377226.477,1790377228.17,1790377233.463,1.694,5.292,1,0.44,,1.589,1,0.537,0.532,0.005,0.133,0.385,0.092,0.762,1.012
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,4,short,Si.,C.,1.0,1790377235.052,1790377235.417,1790377237.171,1790377243.505,1.754,6.335,1,0.6,,4.446,1,1.0,0.37,0.63,0.159,0.698,0.044,1.203,1.047
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,5,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790377247.953,1790377248.937,1790377250.73,1790377258.345,1.794,7.615,1,0.32,,1.0,1,1.001,0.435,0.566,0.163,0.757,0.072,1.235,1.12
603467cb-c239-48da-9970-3c51877436e4,e0_4,4,6,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377259.346,1790377262.396,1790377263.931,1790377269.385,1.534,5.454,1,0.64,,2.753,1,0.4,0.394,0.006,0.174,0.43,0.04,0.614,0.866
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,0,short,No.,No.,0.0,1790377221.195,1790377221.496,1790377223.18,1790377228.501,1.685,5.321,2,0.8,,3.361,1,1.001,0.373,0.628,0.119,0.395,0.047,1.166,1.051
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,1,short,Si.,C.,1.0,1790377231.863,1790377232.236,1790377233.821,1790377239.106,1.585,5.286,1,0.44,,1.62,1,1.0,0.363,0.638,0.112,0.342,0.043,1.155,1.045
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,2,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790377240.726,1790377242.836,1790377244.381,1790377249.681,1.545,5.3,0,0,,1.233,1,0.401,0.38,0.021,0.116,0.464,0.042,0.558,0.888
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,3,short,Si.,C.,1.0,1790377250.915,1790377251.276,1790377253.061,1790377258.914,1.785,5.853,1,0.32,,4.318,1,1.001,0.436,0.564,0.14,0.429,0.086,1.227,1.09
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,4,short,No.,no,0.0,1790377263.233,1790377263.536,1790377265.261,1790377271.511,1.724,6.25,2,0.96,,2.98,1,1.0,0.408,0.592,0.133,0.402,0.043,1.177,1.048
771787e5-beb6-4760-8e2e-fdfcb586ee21,e0_4,4,5,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377274.491,1790377276.716,1790377278.221,1790377288.067,1.505,9.845,2,0.96,,1.228,1,0.4,0.384,0.017,0.142,0.627,0.079,0.62,0.712
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,0,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377211.044,1790377213.265,1790377214.711,1790377220.762,1.446,6.051,1,0.44,,2.432,1,0.506,0.49,0.016,0.123,0.412,0.069,0.699,0.785
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,1,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377223.194,1790377225.784,1790377227.231,1790377233.688,1.446,6.457,1,0.32,,1.061,1,0.401,0.389,0.012,0.117,0.428,0.041,0.558,0.7
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,2,short,Perfecto.,Perfecto.,0.0,1790377234.749,1790377235.224,1790377237.711,1790377260.637,2.487,22.926,5,1.8,,4.078,1,0.4,0.366,0.034,0.123,1.632,0.084,0.607,1.679
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,3,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377264.716,1790377267.305,1790377268.71,1790377275.049,1.406,6.339,1,0.32,,1.2,1,0.4,0.38,0.02,0.146,0.459,0.039,0.585,0.719
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,4,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377276.25,1790377278.484,1790377279.99,1790377285.481,1.506,5.49,1,0.36,,5.324,1,0.512,0.506,0.006,0.174,0.458,0.042,0.728,0.831
2d2c1ef0-fa3e-4c22-96c5-9d6eb2180030,e0_4,4,5,short,Si.,C.,1.0,1790377290.805,1790377291.184,1790377292.87,1790377299.394,1.686,6.524,1,0.36,,2.376,1,1.0,0.425,0.576,0.048,0.362,0.043,1.092,1.047
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,0,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377231.939,1790377235.44,1790377237.561,1790377244.692,2.121,7.132,2,0.96,,4.745,1,0.426,0.41,0.015,0.208,0.854,0.065,0.699,1.332
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,1,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377249.438,1790377251.659,1790377253.16,1790377258.898,1.501,5.738,1,0.36,,7.101,1,0.523,0.517,0.006,0.13,0.418,0.066,0.719,0.831
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,2,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377266.0,1790377268.6,1790377270.08,1790377276.691,1.481,6.61,1,0.32,,2.682,1,0.476,0.471,0.005,0.151,0.479,0.041,0.668,0.825
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,3,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790377279.373,1790377281.479,1790377283.0,1790377290.617,1.521,7.616,1,0.32,,1.796,1,0.4,0.374,0.026,0.142,0.569,0.038,0.58,0.84
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,4,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377292.414,1790377295.46,1790377296.881,1790377302.529,1.421,5.648,1,0.32,,6.256,1,0.404,0.399,0.005,0.152,0.469,0.055,0.61,0.747
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,5,short,Si.,C,1.0,1790377308.786,1790377309.16,1790377310.841,1790377316.401,1.681,5.56,1,0.32,,2.577,1,1.0,0.364,0.636,0.173,0.537,0.045,1.218,1.048
86d56498-1323-48a7-8b79-c750039bec22,e0_4,4,6,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377318.979,1790377322.48,1790377323.92,1790377329.641,1.441,5.721,2,0.88,,1.441,1,0.527,0.521,0.006,0.055,0.286,0.085,0.666,0.756
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,0,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790377258.609,1790377260.71,1790377262.361,1790377268.851,1.651,6.49,1,0.52,,4.911,1,0.505,0.49,0.015,0.139,0.467,0.042,0.685,1.002
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,1,short,No.,no,0.0,1790377273.762,1790377274.071,1790377275.681,1790377281.045,1.61,5.365,2,0.76,,1.0,1,1.001,0.363,0.638,0.131,0.426,0.044,1.176,1.048
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,2,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377282.046,1790377285.09,1790377286.601,1790377291.934,1.511,5.333,0,0,,4.275,1,0.4,0.389,0.011,0.123,0.376,0.046,0.569,0.814
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,3,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377296.21,1790377299.73,1790377301.121,1790377306.857,1.391,5.736,0,0,,5.04,1,0.4,0.385,0.016,0.134,0.529,0.047,0.582,0.709
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,4,short,Perfecto.,Perfecto.,0.0,1790377311.898,1790377312.37,1790377313.92,1790377319.289,1.551,5.369,1,0.4,,4.073,1,0.401,0.368,0.032,0.159,0.415,0.064,0.624,0.85
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,5,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377323.364,1790377326.87,1790377328.28,1790377334.054,1.41,5.774,1,0.36,,2.479,1,0.401,0.386,0.014,0.147,0.454,0.04,0.588,0.716
54f8efd6-7744-475d-868a-18c5b43c2596,e0_4,4,6,short,Si.,C.,1.0,1790377336.534,1790377336.909,1790377338.6,1790377343.96,1.691,5.36,1,0.32,,10.0,1,1.0,0.364,0.636,0.173,0.416,0.044,1.217,1.047
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,0,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377286.903,1790377289.944,1790377291.38,1790377297.88,1.436,6.499,1,0.56,,1.666,1,0.411,0.397,0.014,0.126,0.422,0.041,0.579,0.691
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,1,short,Perfecto.,Perfecto.,0.0,1790377299.547,1790377300.024,1790377301.66,1790377306.116,1.637,4.456,0,0,,2.559,1,0.401,0.367,0.034,0.136,0.485,0.064,0.6,0.918
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,2,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377308.676,1790377310.903,1790377312.22,1790377317.435,1.317,5.215,1,0.361,,2.07,1,0.516,0.511,0.005,0.128,0.397,0.044,0.687,0.777
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,3,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377319.506,1790377322.104,1790377323.9,1790377330.546,1.797,6.645,1,0.4,,1.801,1,0.401,0.384,0.017,0.135,0.448,0.043,0.579,0.716
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,4,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377332.347,1790377334.584,1790377335.98,1790377341.308,1.397,5.327,1,0.32,,2.746,1,0.401,0.385,0.016,0.142,0.412,0.039,0.582,0.661
fcf9849e-efe2-462a-a910-8f1b8189072f,e0_4,4,5,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790377344.055,1790377345.043,1790377346.78,1790377355.39,1.737,8.61,2,0.64,,1.587,1,1.001,0.37,0.631,0.151,0.526,0.044,1.195,1.047
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,0,short,Perfecto.,Perfecto.,0.0,1790377285.109,1790377285.569,1790377287.571,1790377304.939,2.002,17.368,3,1.08,,1.965,1,0.445,0.43,0.015,0.122,0.949,0.045,0.611,1.26
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,1,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377306.904,1790377309.49,1790377310.971,1790377317.705,1.481,6.735,1,0.32,,4.745,1,0.4,0.387,0.013,0.141,0.522,0.064,0.605,0.808
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,2,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377322.451,1790377325.05,1790377326.571,1790377333.456,1.521,6.886,2,0.68,,4.825,1,0.4,0.382,0.019,0.133,0.447,0.042,0.575,0.71
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,3,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377338.283,1790377341.33,1790377343.49,1790377349.222,2.161,5.732,1,0.44,,1.883,1,0.532,0.527,0.005,0.149,0.393,0.087,0.769,1.009
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377351.107,1790377354.609,1790377356.731,1790377375.906,2.121,19.175,6,2.801,,1.493,1,0.439,0.433,0.005,0.196,1.274,0.067,0.702,1.418
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,5,short,No.,no,0.0,1790377377.4,1790377377.71,1790377379.29,1790377384.151,1.581,4.86,1,0.32,,5.164,1,1.0,0.361,0.639,0.191,0.462,0.04,1.231,1.044
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,6,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377389.315,1790377391.55,1790377393.13,1790377400.891,1.58,7.761,1,0.32,,4.062,1,0.401,0.381,0.02,0.07,0.501,0.047,0.518,0.868
34e44625-1103-4f2e-8e61-ce61faf088c6,e0_4,4,7,short,No.,no,0.0,1790377404.954,1790377405.27,1790377407.01,1790377412.938,1.741,5.928,1,0.8,,1.62,1,1.001,0.354,0.647,0.078,0.386,0.063,1.142,1.067
87b8da9f-27f0-41eb-a937-8489035f9e10,e1_8,8,0,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377301.336,1790377304.837,1790377306.63,1790377312.361,1.794,5.731,0,0,,4.859,1,0.548,0.533,0.015,0.143,0.495,0.081,0.772,1.111
87b8da9f-27f0-41eb-a937-8489035f9e10,e1_8,8,1,short,No.,no,0.0,1790377317.221,1790377317.537,1790377319.15,1790377324.799,1.613,5.649,1,0.48,,1.899,1,1.001,0.366,0.635,0.118,0.386,0.047,1.165,1.05
87b8da9f-27f0-41eb-a937-8489035f9e10,e1_8,8,2,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790377326.698,1790377327.697,1790377329.43,1790377334.874,1.733,5.444,0,0,,3.408,1,1.0,0.438,0.563,0.144,0.499,0.055,1.2,1.058
87b8da9f-27f0-41eb-a937-8489035f9e10,e1_8,8,3,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790377338.282,1790377339.277,1790377341.07,1790377346.882,1.793,5.812,1,0.32,,1.953,1,1.0,0.371,0.63,0.163,0.517,0.053,1.217,1.056
ca426295-4e8c-4943-b1ed-71a06216b3e2,e1_8,8,0,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377302.221,1790377304.442,1790377305.68,1790377310.881,1.238,5.201,1,0.32,,2.081,1,0.408,0.393,0.015,0.127,0.405,0.043,0.578,0.654
ca426295-4e8c-4943-b1ed-71a06216b3e2,e1_8,8,1,short,Perfecto.,perfecto,0.0,1790377312.963,1790377313.441,1790377314.72,1790377323.34,1.279,8.621,1,0.32,,2.478,1,0.423,0.418,0.005,0.121,0.572,0.086,0.631,0.709
ca426295-4e8c-4943-b1ed-71a06216b3e2,e1_8,8,2,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377325.819,1790377328.402,1790377329.84,1790377336.251,1.438,6.411,0,0,,1.513,1,0.503,0.496,0.007,0.132,0.446,0.071,0.705,0.854
ca426295-4e8c-4943-b1ed-71a06216b3e2,e1_8,8,3,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790377337.765,1790377340.001,1790377341.48,1790377346.883,1.479,5.403,1,0.32,,8.964,1,0.512,0.507,0.005,0.165,0.409,0.077,0.753,0.849
dfddfd8a-ebe3-403c-b65d-2d3162a0b18c,e1_8,8,0,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377338.621,1790377342.122,1790377343.96,1790377349.538,1.839,5.577,0,0,,1.305,1,0.537,0.522,0.015,0.125,0.482,0.127,0.79,1.134
dfddfd8a-ebe3-403c-b65d-2d3162a0b18c,e1_8,8,1,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790377350.843,1790377352.962,1790377354.441,1790377360.021,1.479,5.58,1,0.4,,2.683,1,0.401,0.377,0.024,0.113,0.354,0.041,0.555,0.775
dfddfd8a-ebe3-403c-b65d-2d3162a0b18c,e1_8,8,2,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790377362.704,1790377365.762,1790377367.28,1790377372.938,1.519,5.658,0,0,,5.708,1,0.401,0.388,0.013,0.13,0.386,0.043,0.573,0.82
dfddfd8a-ebe3-403c-b65d-2d3162a0b18c,e1_8,8,3,short,Si.,C.,1.0,1790377378.647,1790377379.022,1790377380.8,1790377386.889,1.779,6.088,2,0.64,,1.88,1,1.001,0.426,0.575,0.161,0.478,0.064,1.225,1.067
4a46b8bf-2c03-4ad6-808f-9906c0e56f54,e1_8,8,0,short,Perfecto.,Perfecto.,0.0,1790377311.05,1790377311.51,1790377313.67,1790377336.003,2.16,22.332,5,1.681,,1.979,1,0.445,0.43,0.015,0.147,1.43,0.043,0.635,1.405
4a46b8bf-2c03-4ad6-808f-9906c0e56f54,e1_8,8,1,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377337.982,1790377340.57,1790377342.31,1790377349.248,1.74,6.938,2,0.68,,2.584,1,0.503,0.498,0.005,0.149,0.465,0.087,0.739,0.889
4a46b8bf-2c03-4ad6-808f-9906c0e56f54,e1_8,8,2,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790377351.833,1790377354.43,1790377355.91,1790377362.277,1.48,6.367,1,0.36,,3.486,1,0.4,0.378,0.022,0.138,0.593,0.041,0.58,0.845
4a46b8bf-2c03-4ad6-808f-9906c0e56f54,e1_8,8,3,short,Perfecto.,Perfecto.,0.0,1790377365.763,1790377366.23,1790377368.35,1790377391.442,2.12,23.092,5,2.519,,1.138,1,0.427,0.421,0.005,0.147,1.401,0.079,0.652,1.411
4a46b8bf-2c03-4ad6-808f-9906c0e56f54,e1_8,8,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790377392.58,1790377396.09,1790377397.79,1790377404.207,1.7,6.417,1,0.44,,1.583,1,0.401,0.392,0.009,0.192,0.495,0.07,0.663,0.959
03f865cc-109a-4ef1-a4d7-13438fac822c,e1_8,8,0,short,Perfecto.,Perfecto.,0.0,1790377355.216,1790377355.677,1790377355.281,1790377356.849,-0.396,1.568,0,0,,3.747,1,0.432,0.418,0.014,0.146,1.299,0.072,0.651,1.305
