call_id,paso,concurrencia_obj,turno,categoria,texto,transcripcion,wer,t_habla,t_fin_envio,t_resp,t_fin_resp,espera_s,resp_s,cortes_n,cortes_s,error,pausa_s,apareado,eou,stt,endpointing,llm,llm_total,tts,total,e2e
f1e6f301-7af1-4eea-b82a-4f13a9036cae,e0_1,1,0,short,Perfecto.,Perfecto.,0.0,1790383215.844,1790383216.305,1790383218.294,1790383239.829,1.99,21.534,3,1.283,,4.115,1,1.001,0.389,0.612,0.12,1.237,0.067,1.188,1.211
f1e6f301-7af1-4eea-b82a-4f13a9036cae,e0_1,1,1,short,Si.,C.,1.0,1790383243.945,1790383244.305,1790383246.095,1790383252.416,1.79,6.322,2,0.919,,5.511,1,1.001,0.375,0.625,0.13,0.358,0.093,1.223,1.096
f1e6f301-7af1-4eea-b82a-4f13a9036cae,e0_1,1,2,short,No.,no,0.0,1790383257.928,1790383258.246,1790383259.935,1790383264.985,1.689,5.05,1,0.32,,3.364,1,1.0,0.36,0.641,0.133,0.4,0.069,1.203,1.072
f1e6f301-7af1-4eea-b82a-4f13a9036cae,e0_1,1,3,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790383268.35,1790383270.466,1790383271.775,1790383277.303,1.309,5.528,1,0.36,,2.385,1,0.4,0.378,0.022,0.143,0.412,0.066,0.61,0.683
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,0,medium,"Perfecto, muchas gracias por la informacion.",Perfecto. Muchas gracias por la información.,0.0,1790383291.895,1790383293.996,1790383295.595,1790383300.356,1.598,4.762,0,0,,4.346,1,0.413,0.399,0.014,0.123,0.407,0.067,0.603,0.876
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,1,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790383304.703,1790383307.296,1790383308.995,1790383315.851,1.699,6.856,1,0.32,,2.149,1,0.401,0.385,0.016,0.116,0.426,0.067,0.583,0.721
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,2,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383318.001,1790383318.996,1790383320.955,1790383344.816,1.959,23.861,4,1.879,,3.828,1,1.001,0.373,0.628,0.127,1.216,0.069,1.196,1.172
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,3,short,No.,no,0.0,1790383348.645,1790383348.956,1790383350.635,1790383355.803,1.679,5.168,1,0.32,,3.462,1,1.0,0.387,0.614,0.146,0.415,0.077,1.224,1.082
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383359.267,1790383362.776,1790383364.435,1790383369.159,1.659,4.724,1,0.321,,2.031,1,0.4,0.384,0.016,0.171,0.461,0.065,0.636,0.913
8074049e-baf3-48d2-b040-6e44c541ef10,e0_1,1,5,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383371.191,1790383372.176,1790383374.395,1790383395.885,2.219,21.491,5,2.079,,1.0,1,1.001,0.373,0.627,0.046,1.14,0.068,1.114,1.096
6f9ae4cc-3423-4f56-9a46-ff75bbac7f73,e0_1,1,0,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790383409.167,1790383411.389,1790383413.115,1790383420.166,1.726,7.051,0,0,,1.811,1,0.406,0.392,0.014,0.122,0.552,0.07,0.599,0.959
6f9ae4cc-3423-4f56-9a46-ff75bbac7f73,e0_1,1,1,short,No.,no,0.0,1790383421.978,1790383422.289,1790383423.915,1790383428.971,1.625,5.056,1,0.32,,4.73,1,1.001,0.364,0.636,0.119,0.385,0.073,1.192,1.076
6f9ae4cc-3423-4f56-9a46-ff75bbac7f73,e0_1,1,2,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383433.701,1790383437.209,1790383438.875,1790383445.276,1.666,6.401,2,0.762,,5.04,1,0.4,0.384,0.017,0.13,0.488,0.066,0.596,0.941
6f9ae4cc-3423-4f56-9a46-ff75bbac7f73,e0_1,1,3,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383450.317,1790383453.829,1790383455.394,1790383461.243,1.566,5.849,0,0,,2.724,1,0.401,0.387,0.014,0.138,0.416,0.073,0.612,0.878
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,0,short,Si.,C,1.0,1790383476.951,1790383477.312,1790383479.164,1790383485.063,1.852,5.898,0,0,,3.966,1,1.001,0.377,0.624,0.119,0.45,0.073,1.193,1.077
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,1,short,Si.,C.,1.0,1790383489.03,1790383489.392,1790383491.285,1790383498.33,1.893,7.045,3,1.44,,1.633,1,1.001,0.368,0.633,0.114,0.412,0.07,1.185,1.074
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,2,short,No.,no,0.0,1790383499.964,1790383500.273,1790383501.925,1790383507.288,1.652,5.363,1,0.36,,2.047,1,1.0,0.361,0.639,0.119,0.386,0.07,1.189,1.073
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,3,short,No.,no,0.0,1790383509.335,1790383509.652,1790383511.285,1790383520.307,1.633,9.023,1,0.36,,4.611,1,1.0,0.36,0.64,0.128,0.573,0.069,1.197,1.072
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383524.919,1790383528.433,1790383530.405,1790383538.808,1.972,8.403,1,0.399,,2.535,1,0.423,0.417,0.006,0.147,0.566,0.077,0.647,1.063
374c5a72-5180-41d5-a166-9734be028cdb,e0_1,1,5,medium,"Hola, buenas tardes, si, te escucho bien.","Hola, buenas tardes. Sí, te escucho bien.",0.0,1790383541.345,1790383543.932,1790383545.325,1790383551.74,1.393,6.415,1,0.32,,2.233,1,0.4,0.384,0.016,0.149,0.464,0.078,0.626,0.765
72553b1a-e5d4-4379-a123-8b769a716386,e0_1,1,0,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383566.52,1790383567.501,1790383569.146,1790383574.281,1.645,5.136,0,0,,1.744,1,0.401,0.377,0.024,0.119,0.45,0.07,0.59,0.898
72553b1a-e5d4-4379-a123-8b769a716386,e0_1,1,1,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790383576.026,1790383578.141,1790383579.705,1790383585.471,1.564,5.766,1,0.44,,2.878,1,0.401,0.375,0.026,0.117,0.345,0.068,0.586,0.792
72553b1a-e5d4-4379-a123-8b769a716386,e0_1,1,2,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383588.349,1790383591.861,1790383593.425,1790383599.159,1.564,5.734,1,0.36,,1.065,1,0.401,0.389,0.011,0.129,0.381,0.066,0.596,0.839
72553b1a-e5d4-4379-a123-8b769a716386,e0_1,1,3,short,No.,no,0.0,1790383600.226,1790383600.541,1790383602.185,1790383607.757,1.644,5.572,2,0.64,,1.99,1,1.0,0.361,0.639,0.134,0.402,0.072,1.206,1.075
72553b1a-e5d4-4379-a123-8b769a716386,e0_1,1,4,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383609.747,1790383610.742,1790383612.505,1790383618.125,1.763,5.621,1,0.561,,1.0,1,1.001,0.367,0.634,0.141,0.477,0.069,1.211,1.072
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,0,short,Perfecto.,Perfecto.,0.0,1790383632.899,1790383633.36,1790383635.035,1790383641.086,1.675,6.052,1,0.32,,7.495,1,0.4,0.377,0.023,0.12,0.462,0.066,0.586,0.908
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,1,short,Perfecto.,Perfecto.,0.0,1790383648.582,1790383649.06,1790383650.876,1790383658.372,1.816,7.496,1,0.44,,2.827,1,1.001,0.371,0.63,0.114,0.462,0.07,1.185,1.074
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,2,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383661.2,1790383662.2,1790383663.795,1790383669.616,1.596,5.82,1,0.319,,1.742,1,0.401,0.368,0.033,0.122,0.458,0.067,0.591,0.896
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,3,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383671.358,1790383674.86,1790383676.395,1790383681.931,1.535,5.535,1,0.32,,1.126,1,0.4,0.387,0.013,0.135,0.363,0.07,0.605,0.822
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,4,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383683.058,1790383684.04,1790383685.835,1790383690.846,1.795,5.012,0,0,,1.521,1,1.0,0.37,0.63,0.143,0.398,0.073,1.216,1.075
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,5,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790383692.368,1790383695.419,1790383697.035,1790383702.362,1.616,5.327,0,0,,1.0,1,0.401,0.388,0.013,0.156,0.409,0.066,0.623,0.866
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,6,short,Perfecto.,Perfecto.,0.0,1790383703.363,1790383703.84,1790383705.315,1790383711.369,1.475,6.054,1,0.321,,3.245,1,0.401,0.363,0.038,0.175,0.493,0.068,0.644,0.758
bf29e4b8-176e-48b1-9741-c1f25b4053e8,e0_1,1,7,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790383714.615,1790383717.66,1790383719.195,1790383724.446,1.535,5.251,0,0,,1.649,1,0.401,0.387,0.014,0.056,0.31,0.065,0.522,0.764
2290f263-3972-45c9-80e4-f9c40cf87850,e0_1,1,0,short,Perfecto.,Perfecto.,0.0,1790383739.623,1790383740.085,1790383742.055,1790383763.501,1.971,21.446,5,1.719,,1.65,1,1.001,0.373,0.628,0.119,1.238,0.07,1.19,1.198
2290f263-3972-45c9-80e4-f9c40cf87850,e0_1,1,1,short,Si.,C.,1.0,1790383765.152,1790383765.524,1790383767.575,1790383773.34,2.05,5.766,1,0.679,,3.389,1,1.0,0.376,0.624,0.129,0.357,0.079,1.208,1.081
2290f263-3972-45c9-80e4-f9c40cf87850,e0_1,1,2,long,"Mas o menos, tuve un par de dudas con el manual pero nada grave.","Más o menos, tuve un par de dudas con el manual, pero nada grave.",0.0,1790383776.73,1790383779.784,1790383781.695,1790383787.189,1.911,5.494,1,0.32,,1.059,1,0.4,0.393,0.007,0.138,0.39,0.069,0.608,0.855
2290f263-3972-45c9-80e4-f9c40cf87850,e0_1,1,3,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383788.249,1790383791.765,1790383793.175,1790383798.816,1.41,5.641,1,0.319,,2.195,1,0.4,0.385,0.016,0.148,0.45,0.066,0.614,0.737
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,0,short,Perfecto.,Perfecto.,0.0,1790383812.622,1790383813.083,1790383815.045,1790383838.184,1.962,23.139,6,2.277,,1.0,1,0.401,0.381,0.02,0.12,1.239,0.069,0.59,1.205
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,1,medium,"Perfecto, muchas gracias por la informacion.","Perfecto, muchas gracias por la información.",0.0,1790383839.186,1790383841.304,1790383842.846,1790383848.009,1.542,5.163,0,0,,3.242,1,0.4,0.394,0.007,0.133,0.373,0.091,0.624,0.861
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,2,medium,"No, la verdad que todavia no lo lleve al service.","No, la verdad que todavía no lo lleve al servicio.",0.1,1790383851.252,1790383853.484,1790383855.404,1790383860.535,1.92,5.131,0,0,,3.122,1,0.401,0.381,0.02,0.139,0.393,0.072,0.612,0.848
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,3,short,"Dale, de acuerdo.","Dale, de acuerdo.",0.0,1790383863.657,1790383864.644,1790383866.685,1790383872.691,2.041,6.006,0,0,,3.244,1,1.001,0.367,0.633,0.145,0.45,0.07,1.215,1.073
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,4,long,"Si, el auto esta andando barbaro, sin ningun problema hasta ahora.","Sí, el auto está andando barbaro, sin ningún problema hasta ahora.",0.0,1790383875.936,1790383879.444,1790383881.245,1790383886.648,1.801,5.403,1,0.52,,6.814,1,0.4,0.388,0.012,0.173,0.428,0.069,0.642,0.888
175364da-9757-47ec-9201-2dd32953ca71,e0_1,1,5,short,Perfecto.,Perfecto.,0.0,1790383893.464,1790383893.923,1790383895.405,1790383901.539,1.482,6.134,1,0.8,,2.118,1,0.401,0.364,0.037,0.181,0.486,0.065,0.647,0.753
